,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
30,179.64331,179.66853,179.8489,179.65466,179.2823,178.97209,179.11038,179.08557,179.02711,178.98738,179.01924,179.01466,179,178.93951,178.85811,178.983,178.90533,178.90237,178.93155,178.9981,179.07065,179.0289,178.98538,178.96721,178.92351,178.86996,177.85751,176.50163,176.1072,176.1,176.0387,176.00336
31,179.25856,179.27756,179.41344,179.3216,179.14996,179.02446,179,179.01497,179.01593,178.9619,178.93286,178.9782,179,178.9217,178.87222,178.92601,178.96492,178.97357,179.01717,178.96906,179.08228,179.0229,179,178.95706,178.93192,178.94765,178.41536,176.79414,176.1,176.1,176.01924,176.05641
32,179.02718,179.03432,179.08539,179.07512,179.07263,179.09265,179,179,179,178.97543,178.95667,178.98593,179,178.96584,178.90912,178.9502,178.94724,179.00467,179.02089,178.93086,179.03229,179,179,178.9809,178.97708,179,178.87425,177.37164,176.24884,176.14163,176.11874,176.10138
33,178.95572,178.9565,178.9621,178.98856,178.96925,178.98796,178.97241,179,179,179,179,179.03123,178.97871,179.02621,178.96196,178.99422,178.95119,178.9951,178.94565,178.92154,179,179,179.01707,179.02568,179,179,179.00603,177.96971,176.70856,176.25198,176.2,176.11363
34,178.98273,178.97853,178.94858,178.98433,178.9362,178.92334,178.9408,178.98338,178.98264,179,179,179.04364,178.94402,179.00143,178.9749,178.96468,178.99828,178.99297,178.9408,178.97652,179,179,179.0247,179.03705,179,179,178.96101,178.48634,177.4458,176.42078,176.2,176.14297
35,179.04463,179.04172,179.0209,178.99362,178.98201,178.9736,178.95602,178.96548,178.96399,179,179,179,178.92667,178.9197,178.92494,178.92497,178.99638,179,179.01233,179.05904,179,179.00795,179.01508,179,179.01178,179.01103,179,178.95055,178.0959,176.59258,176.20445,176.17957
36,179.04776,179.05063,179.07115,178.99052,178.94087,178.99458,178.98488,178.98497,178.98505,178.98512,178.99448,179,178.9373,178.98193,179,179.01288,179.00067,179,179,179,179.00381,179.0375,179.05334,179,179.0422,179.03949,179,179,178.33752,176.76425,176.22856,176.1133
37,179.039,179.03687,179.02159,179.06773,179,178.96594,178.90463,178.90456,178.90681,178.90628,178.96437,179,179.00307,179.00409,179.00063,179.08592,179.00464,179.00334,179,179,179.02643,179.0649,179,179,179,179,179,179,179.07062,177.3013,176.30122,176.11584
38,179.03542,179.03824,179.05846,178.93341,179,178.99794,178.99417,178.9941,179.04297,179.0339,178.99773,179,179.06903,179.09363,179.01453,179.00584,179.00555,179.08278,179,179,179.0019,179.00471,179,179,179,179,179,179,179.07072,178.11658,176.57208,176.20526
39,179.0051,179.00566,179.00966,179.00911,179.05824,179,179,179,179.00858,179.00702,179,179,179.01237,179.01685,179.00261,179,179.00098,179.01521,179,179.01836,179.0598,179,179,179,179.0405,179.0822,179.03282,179,179.01279,178.29054,177.15805,176.3688
40,179.26814,179.23524,179,179.0067,178.99593,178.92668,178.92676,178.96114,179.03821,179.07301,179.02692,179,179,179,179,179.0654,179.0682,178.99167,178.95216,179.0623,179.02014,179,179,179.03159,179.0503,179.06754,179.12604,179.09624,179.02077,178.9126,177.8339,176.46684
41,179.91829,179.8753,179.56795,179.04703,178.96921,178.92274,178.96277,178.98022,179.01959,179.03748,179.01382,179,178.95389,178.98718,179,179.03477,179.09514,179.05028,178.97482,179.04353,179.06166,179.0411,179,179.04405,179.05055,179.05486,179.08653,179.05226,179.01128,179.05972,178.23116,176.68114
42,180.46469,180.44571,180.30998,179.86264,179.75604,179.68402,179.65814,179.6021,179.54622,179.46036,179.38297,179.292,179.22342,179.24886,179.17058,179.10904,179.1864,178.97937,178.85475,178.88533,178.84406,178.8111,178.72507,178.67094,178.59259,178.54199,178.45117,178.35909,178.30681,178.29335,177.92786,177.02132
43,180.643,180.64235,180.63765,180.53232,180.427,180.32167,180.19885,180.06927,179.96404,179.8249,179.69505,179.54942,179.4386,179.38457,179.24136,179.12741,179.11798,178.8402,178.70314,178.68234,178.54785,178.47165,178.33945,178.20793,178.06952,177.96428,177.8229,177.6675,177.51997,177.44931,177.32544,177.0383
44,180.69127,180.6861,180.649,180.47519,180.52232,180.44313,180.07669,179.85881,179.73718,179.61736,179.51227,179.40718,179.20479,179.16447,179.16263,178.95836,178.83452,178.7075,178.68263,178.57033,178.4501,178.35312,178.20949,178.08565,177.98016,177.87468,177.73311,177.6951,177.64912,177.43472,177.16394,176.80325
45,180.63434,180.64713,180.73854,180.41882,180.71799,180.67766,179.96225,179.6635,179.49431,179.34175,179.21016,179.08995,178.86621,178.9746,179.22401,178.82307,178.6889,178.5017,178.64264,178.51906,178.37462,178.35394,178.27829,178.13597,178.2346,178.37535,178.18134,178.30557,178.4085,177.89459,177.47633,176.99696
46,180.51724,180.51732,180.51785,180.19724,180.18277,180.06595,179.85182,179.7049,179.4941,179.3357,179.10506,178.93083,178.83286,178.72202,178.99966,178.74055,178.674,178.46646,178.72768,178.65677,178.52861,178.38168,178.29073,178.22792,179.07649,180.1286,180.07529,179.4923,178.58604,177.66922,177.46039,177.12135
47,180.39116,180.40654,180.51657,180.17404,180.037,179.86314,179.80002,179.70468,179.49387,179.28322,179.07239,178.93073,178.89961,178.73972,178.6174,178.77878,178.61436,178.97755,181.04512,181.32191,180.99727,180.46962,180.15482,179.9289,179.83745,179.75102,179.64687,178.3615,177.57668,177.2768,177.04399,176.8307
48,180.71756,180.66031,180.25093,180.21661,179.97551,179.86302,179.76208,179.61504,179.40431,179.24586,179.07204,178.93062,178.9,178.73962,178.61441,178.45828,178.41216,178.36632,179.44838,180.946,181.10419,180.70279,180.20042,179.63,179.41025,179.23572,178.18471,177.33916,177.0929,176.62685,176.47879,176.37593
49,181.231,181.23201,181.23926,181.11449,179.80995,179.70471,179.59947,179.44633,179.23569,179.12997,178.9931,178.85187,178.76262,178.64548,178.60309,178.41617,178.31067,178.20947,178.96654,179.61426,179.63431,179.95844,180.01611,179.00346,178.45943,178.60645,177.73778,176.83978,176.4532,176.39601,176.14474,176.07161
50,181.03282,181.056,181.22177,181.58852,179.98071,179.56863,179.42029,179.26704,179.0564,178.88301,178.78625,178.69408,178.74203,178.63292,178.42514,178.2727,178.09296,178.05302,178.68181,178.85535,179.20499,179.5837,179.57483,178.26332,177.66267,177.49765,176.94762,176.46584,176.24649,176.14816,176.0781,176.06657
51,180.71063,180.72424,180.82158,181.13214,179.80151,179.43076,179.2992,179.14577,178.93504,178.72432,178.56792,178.4572,178.49084,178.35129,178.15369,178.08617,177.94826,177.98808,178.26483,178.69499,179.15952,179.33324,179.0764,177.83023,177.08647,176.74922,176.4147,176.18272,176.14014,176.07588,176.04593,175.99432
52,180.413,180.4343,180.5866,180.58691,179.58865,179.31488,179.18916,179.05432,178.84184,178.58719,178.37653,178.23572,178.17024,178.07344,177.92656,177.8631,177.85721,177.90567,177.90851,178.05502,178.44495,178.51799,178.17355,177.26106,176.57147,176.3788,176.24158,176.06625,176.07228,176.06444,175.9712,176.10814
53,179.95105,179.9839,180.2189,180.10138,179.47154,179.21596,179.08223,178.90793,178.71384,178.48846,178.30775,178.14111,178.02466,177.97044,177.8541,177.71262,177.76443,177.80826,177.7419,177.23497,177.37451,177.33395,176.99106,176.56099,176.2311,176.16435,176.16444,176.10185,176.11757,176.05754,175.86409,175.71185
