-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,281.1005083272704,280.30936053707745,270.0,354.1626861506001,270.0,194.83427584478795,184.43079176003704,179.99390759929986,178.27069394796672,166.74000892867298,150.21858385737104,140.83679793126606,150.43463656734738,161.1612084673739,161.1232319152831,159.28615993406018,151.662469441648,141.56955605020397,90.0,315.0,332.8539107544253,330.40525312045526,332.0517123515979,334.64482682404605,331.2099528123585,293.7403539548071,278.8218811514726,283.0245069124884,300.16415878871027,270.0,233.8437776893772,206.48783319213277,180.0,160.14730669667296,115.19506182805975,111.98327000219507,104.8871493099121,110.99631062731075,132.91586442754132,135.0,149.95813558749603,135.0,158.66688791972288,136.4874316583597,135.0,173.66705001236411,179.13199289970242,175.37597906235933,36.17614689066174,20.4744140195162,69.8806995551384,-1.0
-1.0,309.8228052309268,270.0,313.61721143412296,343.5778517227072,270.0,209.5411152795859,187.34663014873664,173.2923379398458,175.53060989700998,180.0,180.0,180.0,178.92334863306058,174.40360132905275,174.76687526926753,175.85228506864436,173.03080145866036,135.0,0.0,315.0,329.0932140698164,334.6907525334578,329.6817704982533,317.4193467956568,287.5407748149747,286.4862727837922,273.8033018460571,282.7782740984493,270.0,232.91051578080928,216.64541549697074,180.0,169.504552461228,163.28689653862557,144.71848125774258,117.03858534150395,105.63701959983841,94.14559279396279,109.59582282959582,104.7349517754929,134.65924110292843,112.55240114764743,135.0,135.0,134.12900360327268,135.0,160.51246192949716,175.3828320749995,11.433929948265266,22.9137415520337,63.11693197029306,-1.0
-1.0,280.11491355708233,274.07085117832077,315.0,280.29574446280344,270.0,195.30847398335655,180.0,172.72703502069885,174.36844440027332,172.19604335748696,178.15734991420499,175.16358514397234,169.97474436413404,172.46168256891707,175.00810049588642,174.40767411770474,170.43370032522617,352.8018608865563,45.0,328.80868707208526,331.5033072302847,336.6470932254742,325.4532610421339,331.35634298838755,282.2134132451675,270.0,253.40780463377888,282.57844994647746,270.0,225.0,180.74554192036754,165.2980004702535,159.96307721287207,158.75945873902398,149.23530410006111,122.82556791985577,114.41077219078899,94.93251198832851,93.18053448143309,99.05880720608167,112.00521583544787,114.59662450272769,106.69667186307015,117.43912122809525,110.73339024318085,120.6341658663312,135.0,135.0,20.81187019040149,21.090146634618968,70.68354179545756,-1.0
-1.0,267.0824010197757,238.06208448552832,333.59725937886714,270.0,315.0,180.0,174.16650949290366,166.09414228634486,156.42429122665476,153.46170003214775,157.42630228508912,156.91523693777742,154.78243726678474,157.53600845589037,162.34001244099662,172.91979825547568,180.0,352.6484332634204,315.0,341.1927978849048,338.1020284914466,334.78004780650934,330.6706136821947,336.00354268388486,274.78283616348534,270.0,243.33750711497345,270.0,255.15223173689466,196.77099479464533,180.0,161.6604364950604,150.91140617599476,146.682744053286,147.1353413232352,150.70522073687562,120.18997122909207,108.95919219491722,102.42775784895535,92.83096383667649,107.43185320430639,114.2657326691991,102.72987022232695,101.82232126126922,100.53612026072805,97.77569324590192,117.85390305891808,118.2286972429725,33.41082457507443,41.57376075627815,84.34749651428433,-1.0
-1.0,268.7510963650014,225.0,0.0,45.0,180.0,179.82083100464772,168.7025199413577,164.25839852653073,157.4704166255247,160.04237138697434,160.61091451799297,159.14467533916985,162.5028799496332,157.84360623324682,154.64730411689055,164.6522515873671,169.13940071916318,0.0,315.0,345.4356815125828,341.9925116682025,336.83798464275134,337.9022478241721,338.2749442703055,270.0,258.0098525852375,259.4109842605483,270.0,225.0,182.58458766620075,174.5225721535034,163.71700784440625,153.12930947808312,142.7194741140029,151.99399887743454,159.34951125090535,161.806650586761,144.59725265048027,128.85688659856575,99.93715254002177,118.22422671095508,107.16427431673753,94.04620624903701,90.0,91.42084583802425,95.09898350752796,106.38011247957887,108.09495136210901,36.80359492186219,45.0,76.71106333022294,-1.0
-1.0,240.83483956476434,206.95877480208688,180.0,90.0,113.29349564634906,164.42830792933583,165.80506193204948,162.02812377294273,175.2324801376767,188.48402196269203,193.11897621004834,195.1753516377895,187.8232465836454,173.9316942404576,164.45562356696718,158.3052032282537,135.0,270.0,337.8545654595557,346.4873455741682,346.5074589901258,344.48601996284594,340.46059925774205,343.67561022178506,296.7924995049976,278.06148678054166,270.0,254.31153149315577,223.22816132829874,180.0,165.84245425479506,161.01560154262089,160.8343584894612,156.2016597053811,157.3098210752232,158.89639093542846,147.58957887872927,152.38467488791608,151.47112470130534,152.27919277494752,132.96500112346158,100.63946903580079,87.3244958425295,89.93059488184589,88.89847135425325,90.0,92.14863085937633,64.59837640759996,38.37788831822673,45.81056855218274,64.233194528629,-1.0
-1.0,180.0,180.0,167.6247785433038,90.0,112.41918587848053,150.3511834657634,157.23535673800234,151.16712926858338,176.37755034567576,180.0,180.0,180.0,180.0,180.0,173.53946160731653,157.39089206335544,304.1182881037562,270.0,342.56385692680425,348.8133930002176,353.1624753883638,351.2069667900832,334.3678366263459,312.0502014528031,270.0,300.23425767189116,270.0,225.0,180.0,168.47679184678762,148.66443213848947,148.29261301537596,159.49461090031352,165.33012236315463,155.58780334173585,151.0244234200672,137.2377885571493,150.6574141240554,164.66055422380467,163.6664729328745,120.21874967381116,111.1174787111597,100.82518098292827,95.20400925164428,78.73367803526348,79.611142184531,83.78212144555295,78.47979514113977,45.50857964283503,54.18276575181933,61.82166245157303,-1.0
-1.0,106.40397424219661,146.34883911844526,135.0,135.0,178.36129320849275,155.42148477154686,144.76209427719718,141.32142414098743,141.86889453720084,157.81563266945844,162.0075169524122,169.60839736318135,174.10711680540336,173.26213981513624,166.14668271777128,144.99314982897124,271.5202369598827,296.05831615854254,336.2766505922647,346.08283694696433,342.7204951437837,347.19011011017454,322.3820171726659,275.7552002816284,270.0,245.40881205992784,225.0,180.0,173.37804102769326,144.9741636852536,135.0,135.88872540260283,146.03144260725642,154.14033921136365,160.76729295328605,154.4425986629998,160.51305408379102,170.47653567424084,162.56683077056454,152.19292420306158,166.14928406887353,128.89163021395967,117.04247789063322,100.8477225757102,78.21682655340429,65.45837311066349,76.99882323470781,83.20450412776104,48.95486552180586,55.8756118723676,62.62412475646658,-1.0
-1.0,135.0,154.94389821631745,213.64756807716645,90.0,170.81710727682642,157.96290140192346,147.95349826679472,146.97298827625704,120.09119139502543,126.87819123455175,133.39246962550925,135.03508889066703,143.59570081445588,140.98596447139855,143.75015257929047,318.3764375248383,270.0,315.0,341.822855239404,341.4118567399069,353.33074078527875,344.5490346224409,342.1497518379137,300.2224110759217,288.0726546686095,270.0,225.0,173.77188917138923,164.64577007255997,146.93805287881582,156.2676151705762,155.5848077600383,151.39331171646532,157.26470178756324,171.98794543110637,180.0,187.86199058194316,154.6109110507767,169.50827398690947,168.01415188465728,155.13615581570966,139.95113854807235,118.23666810110173,90.0,92.04205973851,69.68256801608989,83.7665647994384,73.39489629314906,45.0,52.500329665378246,53.54664935236049,-1.0
