-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.590473577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5
-0.5,1.180092225,1.813016231,0.006891545,0.61250551,0.861561343,0.868742716,1.209417683,1.009820908,1.43795184,0.568863392,1.444232488,1.403887941,1.583016179,0,0.911691355,0.088308645,2.382631347,0,1.451543145,0.548456855,0,0,0,1.361764159,0.751839343,1.063218782,0.823177717,0.744222365,0.756126491,0.499651144,1.025367045,2.813427162,1.601074289,0,0.836864539,3,1,-0.5
-0.5,1.425613358,2.822586516,0.658208651,0.205508501,2.525513366,1.517083434,1.127040769,2.786093676,4.537165161,0.870458485,2.040774083,3.224493256,2.165869269,0.543471983,2.171586152,0.196633221,1.568284841,5.225192024,0.746374925,1.548456855,0,3.597248122,0,3.487834359,1.316489462,2.381959346,1.207900069,1.414862031,1.350662083,0.734824742,4.202550573,9.183273133,4.963172534,0,0,0.484349088,6,-0.5
-0.5,0.177893415,0,4.11058652,2.246045296,1.095999276,4.333721517,1.324102744,3.839484869,7.563741964,2.358974418,2.217776038,2.381390286,4.407999595,1.954907873,2.841770944,0.975929099,1.242047854,8.291485093,0.972360794,3.322470985,0,5,0,5.740700511,3.886284116,2.571236808,0.801778565,0.691666544,3.263980697,0.809876873,3.123816648,18.00003279,6.35170148,0,0,11,0,-0.5
-0.5,1.177893415,0.653235572,0.391660938,7.703477677,0.608257629,4.143400305,4.910772418,4.87552638,9.511247385,3.0750783,1.534134232,3.901295567,5.096802974,4.429841019,3.110835697,1.98402043,1.909973779,10.34640309,0,8.24596128,0,0,10.64620832,4.867662054,6.684351059,0.993304016,0.808474549,0.174460907,4.473804827,1.307381507,0,26.35173427,0,0.096364551,12.90363545,0,0,-0.5
-0.5,1.604679239,1.946566183,1.671544502,1.345169712,7.762127422,1.725789474,10.53282142,0.987389586,15.25286622,2.723963751,2.079159878,5.628830029,6.665121809,6.086594583,3.6147645,3.480091626,0.943140815,13.4170787,0,9.29483178,0.149720323,1.833496815,25.90081884,12.36124822,1.157007361,0.836296655,1.494679093,1.488256363,4.765241551,0.708563276,0,0,48.31242005,19.96068579,3.859841877,0,0,-0.5
-0.5,0.586979238,4.603683077,2.568862565,2.808434757,4.8864384,5.602371668,11.65253816,1.249397479,8.302099349,12.87148582,15.86325802,25.39819737,14.65361321,0.786715757,8.609762146,0,0,1.839298162,18.59674514,29.91254024,35.70092897,39.53442578,68.88607116,1.020366279,0,0.733257107,3.083988425,3.001986579,5.106292819,74.34033708,59.5084573,56.91354007,6.601120012,4.601120012,0.97026337,0,0.548861704,-0.5
-0.5,1.26653499,8.071768647,11.31205726,5.25590238,0,5.516431008,11.97712028,8.230243104,37.35114561,47.62561133,1.137394632,28.42691843,30.7897642,9.609762146,0,0,3.799971826,0,0.6386684,1.6386684,0,0,1,69.88607116,2.22614629,5.66120048,5.118167574,3.060230336,75.38734489,3.728556704,0.958257721,0,0,3.309267443,1.526513291,0,0,-0.5
-0.5,0,0,0,12.5602203,13.80902658,7.842239235,19.59771833,24.79632496,8.274465726,0,48.93667924,61.21668263,0,2,1,0,0.200028174,5.020305857,0,1,0,0,1,2,70.88607116,0,92.97661504,77.38068575,0,0,0,0,0,0.4381942,0.437381628,0,0,-0.5
-0.5,0,1.447026707,4.447026707,5.447026707,12.92098729,11.59416387,0.197061512,0,0,0,113.842294,0,0,0,0,0,0,0.979694143,9.020305857,0,0,0,0,2,74.88607116,0,100.6581799,1.966178537,0,8.669610571,11.4381942,9.873267545,7.4381942,5.465439413,4,3,0.486792365,-0.5
-0.5,0,0.552973293,0,0,0,21.18013681,7.045330203,0.325367996,1.858693289,115.9457008,0,0,0,2.752845987,1.031345122,0.79641328,1.122108226,2.094780065,9.986698429,0.696385419,1.11062035,1.235198117,2.338498438,77.50536884,27.81398572,103.5977485,0.568763384,0.040480604,0,13.4381942,0,0,0,0,0,0,0,-0.5
-0.5,0.481640192,2.061539915,0.527831164,0.842506446,0.639455575,1.422026706,25.1628919,34.7962262,121.89436,0.282080201,0.717919799,0.607993331,0.392006669,1.60781556,10.39200667,1.154141579,21.40530824,1.604401338,4.323631007,12.06739556,3.807005769,2.235198117,23.05846589,166.9326175,77.41295756,0,0,0,0,0,14.86281727,1.575376927,0.93913395,1.348030834,2.103726985,0,0,-0.5
-0.5,1.229620674,3.215084921,1.419480906,1.693843208,0.355488008,0.416706404,1.855978021,39.48958345,123.986459,0,5.327696377,2.405039373,0,0,0,11.39200667,22.40530824,0,0,13.98669843,4.807005769,3.235198117,24.05846589,169.2445981,0.232253457,0.767746543,1.195563696,1.025566959,0.778869345,0.349770466,6.807705636,18.23563745,12.25110689,9.45082866,5.950684329,1.581702181,0,-0.5
-0.5,2.229620674,13.68389704,8.468812122,5.049331216,1.355488008,0,0,0.332940174,167.8995027,17.32591313,3.533205496,1.650892406,0,0,0.99827123,1.9968226,23.40530824,2,0,14.98669843,5.807005769,4.235198117,25.15076431,170.2445981,0,1.099387076,3.206071471,4.464383862,1.305120052,1.349770466,0,36.47838634,0,0,2.608569386,0.418297819,0,-0.5
-0.5,44.91351772,3,2,1,0,0,0.846530428,1.805097295,187.6070528,0,4.465011256,1.527603219,0,0,1.241065824,4.99510928,24.40530824,4,0,15.98669843,6.807005769,5.235198117,198.303064,0,0,2.635382659,11.66835947,0.997904134,0,2.349770466,75.15066663,36.67228029,7.61003739,6.61003739,2.001468004,1,0,-0.5
-0.5,0,22,2,1,0,0,0.867495923,190.3139546,0,0,0,0,0,0,0.760662946,7.548731935,25.40530824,6,0,16.98669843,7.807005769,6.235198117,200.1601397,0,0,19.76774654,1,0,0,81.32633266,0,0,27.0622429,18,17,1,0,-0.5
-0.5,1,4,13,10.06589115,0,0,1.66718911,197.855877,200.8019556,0,0,0,1,0,0,10,26.40530824,7,0,17.98669843,8.807005769,7.235198117,201.303064,0,137.5626487,89.33448029,88.33448029,87.33448029,86.33448029,3.008147629,1.834043192,0,3.388712715,1.230936661,0.255575317,14,5.745242839,-0.5
-0.5,0,3,0.934108845,0.065891155,8.065891155,0,0.618784538,1.359103476,0,204.8094449,0.051889759,5.003592913,1,0,0,12,27.40530824,8,1,18.98669843,9.807005769,210.5382621,0,139.5626487,0,25.46042185,24.46042185,22.46136991,20.46160701,18.45284831,13.68948795,5.479392151,1.143292904,0.918949995,0.805273942,3.836067008,3.35865905,-0.5
-0.5,0,2,0,0,6,0,0,0.875546908,0,207.8019556,0,8,1,0,0,2,45.40530824,9,2,19.98669843,222.3452679,0,144.5626487,2,0,0,0,0,0,0.423954814,9.421692743,5.223785227,0.287275158,0,0,1.87664968,3.12335032,-0.5
-0.5,0,0.980459252,0,0,3.859743333,0,1.304527674,4.304527674,0,0,218.068156,0,0,0,0,0,0,56.40530824,4,244.3319663,0,391.5644552,243.0018066,238.4056993,3,1.778945968,0,0.49882219,0,0,0.356707941,10.54217996,1.170544881,0,0,0,2,-0.5
-0.5,0,0,0,0,2,0,1.32044893,1.770301368,8.030328903,244.8447764,248.8019556,0,0,1.451884303,4.057855665,0.177102453,0,62.40530824,0,639.3003143,392.968348,0.596107252,0,0,233.4056993,6.250778876,5.250778876,4.250778876,1.291588795,0,0.643292059,0,9.542179961,0,0,0,0,-0.5
-0.5,1.991816861,0.008183139,1.86616579,0,0,0,1.352398001,6.327940124,23.84073456,0,0,249.8815212,0,1.765041881,7.273638212,1.177102453,65.40530824,0,645.3003143,4,0,0,0,2,0.682510875,220.4724096,1.040809919,0.040809919,2.428435425,2.442128599,0.76251093,0,0,7,1.128820268,0,0,-0.5
-0.5,13.37263386,8.133547793,4.13383421,1,0,0,2.425394562,0.909714535,7.946183824,0,0,251.9539224,0,0,9.498224629,2.177102453,66.40530824,646.3003143,0,0.275097438,0,0,0,0,1.317489125,5.317489125,211.1141105,8.52861662,7.52861662,1.712666446,0.32201835,0,0,0,5.771206031,0,0,-0.5
-0.5,1.977246348,0.867294606,0,1,0,0,0.92878989,0,0,0,256.8019556,0.848033121,0,0,11.66612181,3.177102453,67.40530824,647.3003143,0.494813073,0,0,2.853320673,0,0,0,1.127673809,73.30698553,126.2785084,2.891018203,1.556428572,1.314448165,1.181374413,0,0,0,0,3,-0.5
-0.5,6.521983973,2.203635635,0,0,0,1,1.774077156,0,0,0,281.5300585,0.883639835,0,0,13.50777291,4.177102453,761.2038792,0,2.793996385,0,0,4.911200472,0,0,0,0,72.30698553,18.78082239,101.6066678,4.754318217,2.962798901,0.818625587,0,1.87257595,0,0,1,-0.5
