,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
0,169.40689,169.52614,168.68494,167.94063,167.49841,166.56334,165.65594,165.11005,164.74683,164.69554,164.02357,163.91525,164.03154,163.85228,166.57454,167.13065,167.00984,167,166.97699,166.88458,167.25536,167.01682,166.8,166.83855,166.94395,167.14809,167.57384,167.8,167.53766,167.32901,167.45279,167.5,167.5,167.13173,167.18959,166.94556,166.01945,166.19943,166.46974,166.4,166.4,166.35352,165.98865,165.7573,165.61188,165.56812,165.6,165.12642,164.32529,164.29013,164.38988,164.27766,164.08344,164,164.05478,164.23279,164.1854,163.95639,163.94902,164.10886,164.559,164.4738,164.01741,163.9,163.32976,163.28687,163.39249,163.4,163.4,163.4,163.37549,163.32993,163.4,163.4,163.4,163.4,163.34305,163.3,163.90996,163.32182,163.31435,163.4,163.3106,163.29485,163.18918,163.06754,162.9,163.00818,163.13773,162.8,162.8,162.60529,162.4,162.34052,162.3,162.22969,162.12428,162.1,162.01347,161.90785
1,168.86406,169.09993,168.24269,165.40805,165.36627,165.1216,164.88052,164.76692,164.63547,164.74208,164.33707,164.15063,164.07893,163.62875,166.3964,167.17137,166.94913,166.91591,166.75156,166.59631,166.72305,166.77965,166.87434,167.12543,167.09325,167.22371,167.49268,167.6961,167.70692,167.41469,167.5097,167.57404,167.57396,166.99684,166.97588,166.80739,165.91711,166.01588,166.48541,166.59393,166.51645,166.4949,166.05533,165.4326,165.37567,165.4953,165.47353,164.80774,164.20654,164.2174,164.25217,164.21318,164.07126,163.9756,164.1597,164.16171,164.07933,164.02826,164.02101,164.0634,164.33017,163.95258,163.5754,163.54254,163.32146,163.3583,163.3958,163.33037,163.33871,163.4,163.41031,163.42918,163.4,163.4,163.36734,163.32947,163.35289,163.28244,163.45886,163.20322,163.32971,163.34108,163.303,163.17273,163.24364,163.00899,162.91515,162.96483,162.83496,162.59172,162.56189,162.46297,162.4,162.34041,162.3,162.18105,162.10753,161.98825,161.87596,161.89534
2,168.10107,168.32794,167.77502,164.98843,164.71669,164.71458,164.63623,164.68562,164.63464,164.68883,164.30667,164.01376,164.01244,163.60368,166.04465,166.68576,166.52782,166.51155,166.53575,166.74704,166.69484,166.7,166.85722,166.96967,166.89352,167.34482,167.5865,167.6857,167.63985,167.47969,167.26704,167.53142,167.6,167.17615,166.91539,166.84793,165.754,165.8084,166.3216,166.47052,166.2185,166.14075,165.90144,165.33907,165.21007,165.38608,165.40988,165.13145,164.19574,164.12822,164.19371,164.12665,164.0357,164.03534,164.07652,164.03102,163.95317,163.96013,163.95757,163.82214,163.74994,163.49408,163.42549,163.46101,163.3295,163.38707,163.39882,163.36151,163.3661,163.3883,163.36426,163.40948,163.33969,163.31511,163.28911,163.3,163.32288,163.25243,163.26797,163.50403,163.24954,162.97708,162.94301,162.97733,162.93044,162.79599,162.67213,162.68214,162.58276,162.52245,162.4898,162.4,162.36812,162.31667,162.26187,162.30667,162.15627,161.93735,161.81326,161.84062
3,167.19469,167.49152,167.20372,165.58826,164.75256,164.7171,164.6514,164.66795,164.73055,164.78827,164.3141,163.85072,163.85956,163.64139,165.68214,166.328,166.25629,166.36604,166.65646,166.9275,166.8018,166.86826,167.03069,166.75334,166.69435,167.26562,167.41707,167.4217,167.42392,167.21887,166.94815,167.2557,167.42772,166.89769,166.37862,166.25099,165.57483,165.60736,166.00041,166.06433,165.90343,165.84769,165.77063,165.38435,165.14946,165.32043,165.43832,165.12326,164.11548,164.03877,164.09491,164.08853,163.99951,163.975,163.91167,163.89874,163.73871,163.64484,163.64523,163.53807,163.4196,163.36769,163.42068,163.48805,163.37773,163.39363,163.3533,163.34976,163.34984,163.3305,163.27483,163.33495,163.28224,163.22961,163.24646,163.37717,163.42021,163.21227,163.13576,163.37578,162.98001,162.72395,162.65631,162.74545,162.68912,162.57738,162.44058,162.41602,162.43552,162.4412,162.45822,162.37633,162.32361,162.2712,162.21806,162.31013,162.16144,161.9761,161.81946,161.84962
4,166.4356,166.73106,166.64682,166.10497,164.83063,164.76166,164.69608,164.74957,164.88586,164.7574,164.19589,163.77727,163.76889,163.71689,165.56564,166.26186,166.2484,166.21428,166.69807,166.87059,166.67244,166.7588,166.88164,166.51294,166.61974,167.15022,167.18663,166.97969,166.96962,166.81255,166.71458,166.57582,166.72209,166.34154,165.85455,165.71951,165.53943,165.48026,165.82916,165.78485,165.77548,165.8,165.81322,165.46426,165.13687,165.16333,165.0829,164.54153,163.94292,163.94904,163.96965,164.1152,163.88716,163.72322,163.69405,163.71126,163.59059,163.46327,163.44048,163.4404,163.44032,163.41382,163.4,163.41516,163.37086,163.36008,163.2685,163.29247,163.22063,163.19353,163.07677,163.05133,163.00273,162.96425,163.01128,163.1601,163.21356,162.99666,162.8568,162.8733,162.708,162.66135,162.60623,162.60342,162.64343,162.48335,162.38638,162.34467,162.35408,162.36174,162.4,162.3509,162.27942,162.24756,162.18848,162.13591,162.16302,162.09323,161.93317,162.00676
5,165.92065,166.18044,166.1338,166.23854,164.84502,164.4376,164.3484,164.44646,164.50801,164.24811,163.8375,163.67809,163.87471,163.81801,165.65546,166.24687,166.29288,166.00484,166.39534,166.56052,166.36009,166.3437,166.35695,166.23,166.39648,166.83984,166.90936,166.57281,166.53168,166.58609,166.46855,165.85997,165.91132,166.14041,165.92819,165.8856,165.71544,165.40451,165.82304,165.80403,165.74161,165.8295,165.8034,165.35992,165.05162,164.858,164.54349,164.14397,163.78732,163.85585,163.79556,163.98053,163.67288,163.5,163.49153,163.50307,163.55814,163.50896,163.46999,163.47006,163.47014,163.40446,163.39143,163.30075,163.19781,163.2079,163.14944,163.22487,163.07079,163.01447,162.74823,162.62042,162.56075,162.54236,162.57576,162.62892,162.67569,162.71793,162.66014,162.68115,162.6209,162.57619,162.5719,162.57198,162.56071,162.46472,162.42163,162.38008,162.35149,162.38942,162.37253,162.3369,162.2454,162.24367,162.15979,162.04836,162.19394,162.18651,162.08614,162.11336
6,165.40137,165.52942,165.29715,165.71658,164.65442,163.57964,163.585,163.59007,163.56252,163.61545,163.60092,163.61026,163.88957,163.77632,165.60565,166.20273,166.3108,166.10683,166.08942,166.14787,166.0586,166.18774,166.13377,166.12164,166,166.17781,166.3558,166.26112,166.4875,166.50684,166.03091,165.61775,165.73247,166.17966,166.08714,166.01762,165.88533,165.31651,165.5268,165.68816,165.57039,165.70854,165.42735,164.92137,164.82959,164.66875,164.59535,164.29802,163.676,163.73962,163.49603,163.55275,163.49655,163.47554,163.43782,163.40701,163.42175,163.36073,163.3609,163.37178,163.36888,163.29552,163.30539,163.1994,162.96257,162.98987,163.00403,163.11139,163.0482,162.90874,162.5185,162.47427,162.47067,162.41077,162.4,162.45216,162.61514,162.76299,162.73161,162.7,162.6208,162.5154,162.5,162.5,162.48856,162.40805,162.44505,162.42017,162.37715,162.3405,162.29254,162.29143,162.25452,162.19661,162.12874,162.1,162.1,162.11345,162.01497,161.89005
7,164.70822,164.16537,164.00511,164.56036,164.34627,163.34465,163.57213,163.6816,163.70708,163.77223,163.76797,163.85706,163.25133,163.43706,165.14935,165.98598,166.15143,165.91089,165.73325,165.78217,165.62708,166.02832,165.96283,166.03246,165.95912,166.04176,166.19482,166.19296,166.24513,166.18669,165.39174,165.31287,165.49075,165.74321,165.57057,165.58064,165.61021,165.25194,164.72972,164.86174,164.88951,164.9786,164.83702,164.73766,164.70647,164.81995,164.66203,164.3352,163.60663,163.57864,163.39879,163.41075,163.4748,163.37514,163.29854,163.30927,163.25183,163.1949,163.19548,163.23622,163.23969,163.14006,163.02863,163.01334,163.03842,163.02768,163.03899,163.20552,163.25203,162.95367,162.59906,162.35883,162.49203,162.45065,162.39218,162.44858,162.61095,162.75075,162.73192,162.70193,162.6207,162.50914,162.49283,162.4929,162.48225,162.36728,162.29169,162.50693,162.26906,162.24008,162.25235,162.24939,162.3,162.18338,162.10622,162.10179,162.09538,162.18564,162.04172,161.84007
8,164.09679,164.08742,163.99953,164.03645,164.08795,163.68233,163.81259,164.48666,164.44185,164.59816,164.49663,164.4825,163.3017,162.87845,164.10559,164.39796,164.4888,164.52979,163.74358,164.0014,164.0889,164.4416,164.6862,165.35486,165.63596,165.5835,166.13184,166.12163,165.56358,165.08623,164.92462,164.90215,164.81459,164.69925,164.5043,164.48668,164.3803,164.27544,164.20036,164.3092,164.5838,164.74742,164.74739,164.70007,164.76337,164.66272,164.5263,164.10251,163.48973,163.48901,163.31476,163.4001,163.40074,163.3546,163.28482,163.39798,163.1622,163.14517,163.15085,163.04784,163.2426,163.20068,163.02852,163.15102,163.43854,163.3183,163.37851,163.20299,163.20123,163.09671,162.59863,162.3315,162.4025,162.36102,162.30266,162.40605,162.55942,162.60474,162.73703,162.7252,162.62059,162.43309,162.40329,162.40337,162.40305,162.38234,162.32127,162.37746,162.29875,162.26045,162.2022,162.2495,162.3,162.23718,162.19574,162.12762,162.02686,162.24294,162.28745,162.18889
