,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
9,164.00725,164.0066,163.9858,163.89139,163.84651,163.94101,164.04324,164.039,164.07967,164.09186,164.09465,164.13184,164.03287,164.06512,164.26546,164.30844,164.31494,164.22572,164.06854,164.07495,163.8809,163.54651,163.73016,164.21101,164.54228,164.23877,164.29143,164.67917,165.11363,165.25401,165.12387,165.1553,165.162,164.81583,164.8595,164.80444,164.52449,164.63345,164.36292,164.0737,164.51782,164.66714,164.6679,164.63324,164.52832,164.45593,164.21466,163.53128,163.39667,163.49052,163.47913,163.49944,163.57724,163.49066,163.18475,163.13472,163.14168,163.19347,163.23811,163.17201,163.17065,163.25835,163.07834,163.22153,163.24593,163.21544,163.14468,163.1912,163.11266,163.065,162.72824,162.33086,162.4,162.35834,162.3,162.40495,162.50769,162.62303,162.70503,162.7035,162.6205,162.43016,162.4,162.4,162.4,162.38284,162.2838,162.24837,162.27138,162.20877,162.2,162.20718,162.26155,162.2396,162.14388,162.04358,162.00348,162.03682,162.11942,161.7239
10,163.99165,163.91824,163.9151,163.87914,163.82626,163.88553,163.9085,164,164.00879,164.0086,163.96303,163.93716,163.93733,163.76889,163.72809,163.94093,164.19891,164.26636,164.07968,163.94951,163.85971,163.48079,163.71474,163.88971,163.93163,163.7788,164.0478,164.59076,165.17325,165.37437,165.22499,165.19653,165.27039,164.90804,165.00922,165.23715,164.88928,164.81223,164.33597,163.73013,164.16087,164.33739,164.29659,164.2898,164.31387,163.67462,163.33002,163.24008,163.30692,163.34018,163.2628,163.16109,163.05739,163.40569,163.31609,163.3062,163.1698,163.27776,163.28885,163.18907,163.16087,163.16364,162.98569,163.09442,163.1268,163.12288,163.09944,163.04465,163.0118,162.89066,162.55576,162.25432,162.35127,162.48601,162.49748,162.40121,162.5564,162.63426,162.67625,162.6436,162.60492,162.62341,162.42075,162.33202,162.4,162.38274,162.27734,162.20691,162.21643,162.17076,162.15814,162.2,162.25511,162.23949,162.13408,162.02867,162.05728,161.95206,162.07828,161.69914
11,163.92685,163.77179,163.91115,163.9506,163.87901,163.9136,163.964,163.9393,163.96014,164.03313,163.94118,163.94556,163.72415,163.5511,163.64305,163.68565,163.77097,163.86981,163.80202,163.70715,163.66487,163.4072,163.78033,163.81192,163.80293,163.76984,163.94928,164.3122,164.89894,165.2724,165.17546,165.13065,165.03543,164.84648,164.93535,164.95647,164.80093,164.79701,164.25815,163.33992,163.73338,164.08258,163.66763,163.41919,163.42508,163.24342,163.16817,162.53941,162.87639,162.8991,162.92522,162.88481,162.89433,163.34053,163.34752,163.23058,163.12569,163.13531,163.09837,163.0994,163.07921,163.0886,162.86038,162.92078,163.07678,162.98268,162.8955,162.67026,162.6531,162.53445,162.3836,162.4045,162.57674,162.6131,162.5234,162.4,162.49785,162.54683,162.55807,162.64072,162.61328,162.51816,162.35017,162.30765,162.39221,162.32887,162.27724,162.23656,162.26434,162.14676,162.15164,162.13542,162.1907,162.214,162.13399,162.02858,162.02753,161.92413,161.96306,161.70891
12,163.95634,163.76988,163.86406,163.96605,163.85513,163.91245,163.93912,163.90572,163.8882,163.92947,163.9162,163.96432,163.65134,163.54532,163.6243,163.6056,163.60077,163.63875,163.63496,163.58554,163.51555,163.56856,163.7199,163.68095,163.73488,163.76994,163.55382,163.59229,163.8605,163.94064,163.97165,163.88333,163.32391,163.73361,163.00107,163.23505,163.13356,163.69724,163.64958,163.12024,163.19379,163.30481,163.09186,162.69533,162.93857,163.03152,162.92609,162.55028,162.7018,162.65298,162.74304,162.8,162.86873,163.24878,163.38344,163.16595,163.1,163.05515,162.97148,162.96747,162.96031,162.93486,162.84598,162.66241,162.69104,162.6295,162.7791,162.54805,162.43747,162.40237,162.37985,162.32999,162.44221,162.43584,162.33594,162.31847,162.43507,162.53513,162.47903,162.55278,162.5102,162.31972,162.39728,162.30707,162.33986,162.3,162.27713,162.24115,162.26291,162.11787,162.12543,162.1,162.1553,162.2,162.13388,162.06696,162.01239,162.006,161.96011,161.60982
13,163.89874,163.85092,163.86627,163.89627,163.7658,163.91818,163.86844,163.92154,163.92625,163.90015,163.9,163.9322,163.63574,163.57526,163.6,163.64276,163.60315,163.55197,163.55055,163.54114,163.54633,163.7,163.68245,163.64905,163.67303,163.65147,163.42863,163.26709,163.21696,163.12558,163.1771,163.07393,162.67929,163.0326,162.22418,162.538,162.39839,162.91618,163.10585,163.02757,162.75899,162.49353,162.70078,162.70091,162.93098,162.94217,162.80771,162.72318,162.6605,162.6484,162.70186,162.75903,162.82027,163.01756,163.3008,163.15111,163.1648,163.08522,162.90335,162.82805,162.77956,162.72597,162.71393,162.3295,162.29266,162.34889,162.59695,162.4952,162.35452,162.35649,162.30992,162.19719,162.32698,162.32912,162.26636,162.31897,162.38301,162.47418,162.46506,162.45265,162.41113,162.26726,162.43484,162.34554,162.3,162.3,162.27704,162.20343,162.17432,162.1,162.1,162.1,162.13127,162.18295,162.13377,162.1,162.05629,162.05444,162.00691,161.53033
14,163.8404,163.832,163.93385,163.8447,163.72546,163.90863,163.83751,163.9258,163.96022,163.90657,163.8838,163.87448,163.60835,163.54568,163.59244,163.65237,163.60373,163.53798,163.5,163.50409,163.52768,163.55634,163.584,163.58424,163.55655,163.49184,163.53947,163.3062,163.14923,163.1619,163.16197,163.11038,163.18869,163.05652,162.7801,162.9054,162.8052,162.82506,162.90054,162.93741,162.68706,162.49052,162.64966,162.94775,162.96309,162.89359,162.86324,162.68112,162.6366,162.62909,162.70015,162.7444,162.78197,162.79173,163.08363,163.06117,163.05302,162.91707,162.72438,162.63695,162.57547,162.54073,162.48251,162.1045,162.13654,162.25307,162.32576,162.32355,162.265,162.2517,162.17404,162.17229,162.36739,162.37563,162.34758,162.38174,162.3273,162.32004,162.40079,162.38258,162.42044,162.37756,162.36674,162.39217,162.3,162.3,162.27693,162.17152,162.12265,162.14049,162.11487,162.13318,162.1331,162.15372,162.10074,162.06714,162.06723,162.11972,161.92964,161.49524
15,163.88948,163.78833,164.00903,163.86357,163.77528,163.88683,163.89655,163.92085,163.88487,163.87764,163.883,163.85414,163.61884,163.5071,163.60419,163.62875,163.6017,163.56688,163.49626,163.46884,163.44637,163.40926,163.40979,163.43939,163.4433,163.42795,163.44632,163.14197,163.03035,163.07236,163.09393,163.1,163.18878,162.92365,162.71103,162.8,162.78467,162.71986,162.77837,162.81734,162.83307,163.01527,162.84837,162.85416,162.85655,162.79596,162.77371,162.71439,162.67755,162.54193,162.69972,162.77411,162.76541,162.75464,162.8628,162.85536,162.66457,162.47614,162.46214,162.44704,162.47112,162.44997,162.37082,162.09775,162.08725,162.18842,162.22534,162.27588,162.29442,162.27338,162.23438,162.15578,162.24324,162.29628,162.33733,162.31168,162.31805,162.26851,162.29306,162.34135,162.46964,162.5,162.33998,162.36963,162.3,162.29588,162.25908,162.18459,162.19827,162.22122,162.11417,162.13187,162.13211,162.12637,162.0859,161.92241,161.86612,162.14207,161.68178,161.4133
16,163.89902,163.89783,164.01297,163.85243,163.84091,163.92615,164.01872,163.96803,163.85823,163.95393,163.94066,163.88795,163.671,163.51993,163.64706,163.68172,163.60466,163.51898,163.4868,163.43053,163.57965,163.56145,163.42865,163.53679,163.57193,163.49963,163.25676,162.91852,162.94019,163,163.06474,163.083,163.17197,162.72545,162.69528,162.8,162.7965,162.76132,162.73193,162.7192,162.7199,162.85324,162.84492,162.83444,162.74591,162.7159,162.71582,162.70305,162.60052,162.60068,162.69691,162.7,162.71544,162.76831,162.69054,162.65427,162.49467,162.23709,162.35068,162.45609,162.51808,162.50969,162.32515,162.14644,162.12636,162.20448,162.3165,162.50726,162.57059,162.4889,162.42879,162.24176,162.25078,162.29265,162.31091,162.2207,162.3948,162.36824,162.36536,162.46495,162.46584,162.47206,162.41629,162.29231,162.2984,162.26941,162.18736,162.20892,162.26256,162.2132,162.03056,161.93079,161.9066,162.01758,162.17453,161.63437,161.41183,161.47504,161.32231,161.39336
17,163.90388,163.80893,163.79265,163.75009,163.90234,163.9058,163.94106,163.96156,163.9,163.94955,163.93721,163.8193,163.58202,163.50604,163.59538,163.60211,163.59962,163.57799,163.47911,163.3925,163.36845,163.32219,163.39526,163.51233,163.63295,163.48021,163.16379,162.93541,162.9628,162.99817,163,163.00548,163.08972,162.71109,162.62596,162.79475,162.77876,162.69838,162.72606,162.68394,162.45714,162.59029,162.79433,162.79771,162.79645,162.79457,162.79465,162.71828,162.52777,162.5891,162.69235,162.70192,162.71194,162.72488,162.80472,162.76686,162.46107,162.20175,162.35727,162.45862,162.62221,162.55626,162.55722,162.27896,162.2656,162.29782,162.39856,162.49542,162.479,162.42291,162.47029,162.30374,162.17624,162.33977,162.35034,162.35472,162.51741,162.34354,162.33513,162.39658,162.24094,162.28831,162.47104,162.22183,162.2982,162.1849,162.09515,162.06494,161.99327,162.14684,162.16246,162.14407,161.9497,161.53778,161.49846,161.49855,161.49756,161.41562,161.3116,161.38881
18,163.99332,163.89845,163.88206,163.82039,163.92664,163.96622,163.97513,164.01218,163.9,163.90117,163.90091,163.64468,163.50215,163.5739,163.7577,163.62611,163.59508,163.41031,163.38947,163.30298,163.27882,163.23276,163.33713,163.40398,163.36424,163.25731,163.03505,162.90137,162.90248,162.9739,163,163.08041,163.09956,162.63445,162.69664,162.7195,162.77866,162.67442,162.63664,162.62773,162.45703,162.5474,162.70479,162.76117,162.73862,162.70503,162.70511,162.70099,162.52757,162.5071,162.60957,162.73697,162.93097,162.74635,162.89424,162.7942,162.47858,162.42174,162.48927,162.50912,162.60147,162.34634,162.2238,162.05995,161.86281,162.2474,162.3947,162.39732,162.34164,162.475,162.38065,162.27081,162.23267,162.2636,162.30011,162.39653,162.51762,162.34312,162.21066,162.2847,162.29524,162.37794,162.24129,162.40512,162.71173,162.29912,161.89505,161.79625,161.69397,161.61139,161.5581,161.74123,161.75157,161.48277,161.40892,161.40901,161.3386,161.31075,161.30109,161.30838
19,164.1802,164.22292,163.9715,163.90965,163.9672,163.9083,163.90942,163.91411,163.9427,163.98735,163.98727,163.72691,163.52573,163.57588,163.6212,163.6035,163.59702,163.48947,163.47311,163.38655,163.36215,163.31615,163.42146,163.45126,163.43324,163.33237,163.0785,162.87907,162.98822,163.01932,162.93282,162.9982,163.09077,162.63054,162.7,162.70236,162.71161,162.67314,162.60483,162.5397,162.48172,162.63283,162.74565,162.74356,162.70544,162.75923,162.72067,162.7,162.6001,162.43362,162.60873,162.75719,162.5558,162.53653,162.79161,162.7738,162.66312,162.25372,162.12492,162.30968,162.38191,162.19336,161.93573,161.84132,161.7364,162.23494,162.24178,162.33212,162.47076,162.47893,162.39537,162.29799,162.21635,162.30444,162.1776,162.15367,162.1751,162.19652,162.31416,162.31581,162.16838,162.08237,161.96295,161.83893,161.88477,161.71773,161.57063,161.5746,161.58453,161.51144,161.46341,161.45796,161.46387,161.36534,161.37326,161.34183,161.36684,161.38036,161.30927,161.37206
